Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about leaf folder in paddy,Recommended for spray Profenophos 2 ml +Teepol 1 ml /litre of water.,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-16T13:25:37.57,
RABI,HORTICULTURE,Vegetables,Brinjal,Plant Protection,Asking about shoot and fruit borer in brinjal,Recommended for spray profenophos 2ml / liter of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-16T13:32:05.28,
RABI,AGRICULTURE,Others,Others,Seeds,Asking about azolla seed availability,"Recommended for Krishi Vigyan Kendra, Chithathur, Cheyyar Taluk, Thiruvannamalai District contact no. 04182 â 201525, 293484",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T13:33:33.973,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg + Borax 4 kg / acre,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T13:35:11.793,
RABI,HORTICULTURE,Vegetables,Chillies,Seeds and Planting Material,Asking about chilli sowing season,Recommended for chilli sowing season : January - February,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-16T13:44:08.18,
RABI,HORTICULTURE,Vegetables,Chillies,Seeds and Planting Material,Asking about chilli sowing season,Recommended for chilli sowing season : January - February,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-16T13:48:35.623,
NA,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T13:55:28.427,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-16T13:56:52.53,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about neem oil preparation,"Recommended for Spray Neem oil 3 ml + 1 ml Sticking Agent / Lit of water ( Dilute and mix well 10 ml of Sticking Agent and add 30 ml of neem oil / lit of water , Then it is added to 9 litter of Water And pour the Tank and It should be sprayed on crop .)",TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-16T14:00:17.4,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about Suitable paddy varieties for navarai season,"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45.",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T14:28:22.69,
RABI,AGRICULTURE,Others,Others,Nutrient Management,chilli foliar application information,Recommended for chilli foliar spray for 19:19:19 5 gm / lit of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-16T14:36:17.967,
RABI,HORTICULTURE,Vegetables,Bottle Gourd,Cultural Practices,Asking about spacing for bottle gourd,Recommended for spacing for bottle gourd is 2.5 *2 meter.,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-16T14:48:56,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,Asking about top dressing fertilizer management in Groundnut,Recommended for apply urea 5 kg + potash 12.5 kg + neem cake 10 kg /acre at 20 days after sowing,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T14:53:51.25,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about chilli foliar application information,Recommended for chilli foliar spray for 19:19:19 50 gm / tank,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-16T15:50:05.717,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,asking about Brown plant leafhopper in paddy,Recommended for spray Fipronil 2ml / litre of water,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T15:57:18.753,
RABI,HORTICULTURE,Vegetables,Tomato,Nutrient Management,Asking about top fertilizer management for tomato,"Recommended for apply urea 43 kg + potash 33 kg/ac on 30th , 45th and 60th day after planting",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T15:59:38.53,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg / acre / 200 litters of water,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T16:01:47.213,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy seeds availability information,"Recommended TRRI, Aduthurai contact no. 0435 - 2472098",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-16T16:04:55.847,
RABI,AGRICULTURE,Sugar and Starch Crops,Tapioca (Cassava),Nutrient Management,Asking About Tapioca basal fertilizer application,Recommended for apply 44kg urea + 162kg super phosphate + 84kg potash / acre,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-16T16:10:07.24,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg + Borax 4 kg / acre,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T16:10:23.737,
RABI,AGRICULTURE,Others,Others,Organic Farming,Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-16T16:11:53.617,
RABI,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Nutrient Management,Asked about mango die back management,recommended for spray carbendazim 1 gm / litre of water,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T16:18:42.827,
RABI,AGRICULTURE,Others,Others,Cultural Practices,Asking about buprofezin chemiacal trade name,Recommended for buprofezin chemiacal trade name is BLUNT,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T17:07:54.073,
RABI,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about banana fertilizer management,Recommended for apply urea 90gm + potash 150 gm / plant 3rd month after planting,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-16T17:46:51.843,
RABI,HORTICULTURE,Flowers,Tuberose,Nutrient Management,Asking about top fertilizer management in tuberose,Recommended for apply urea 57 kg + potash 44 kg /ac,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-16T17:48:34.067,
RABI,AGRICULTURE,Fodder Crops,fodder maize,Cultural Practices,Asking about list forage crops for cattle feed,"Recommended for Fodder Cholam,Fodder Cumbu, Fodder, Maize,Cumbu Napier Hybrid,Guinea Grass, Kolukattai Pullu,Kudirai Masal",TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-16T17:50:31.987,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T17:59:17.717,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,PERNAMALLUR,2017-12-16T18:09:22.683,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai district rainfall information,Recommended for having light rain today,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-16T18:32:47.547,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / ac,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T18:33:01.16,
RABI,AGRICULTURE,Others,Others,Weather,Asked about Tiruvannamalai weather report information,recommended for today and tommarrow cloudy weather and no possibility of rainfall,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T18:40:19.573,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asked about paddy brown spot management,Recommended for spray Mancozeb 75% WP 2 gm / litre of water 2 to 3 times at 15 days intervel,TAMILNADU,TIRUVANNAMALAI,VEMBAKKAM,2017-12-16T18:47:59.213,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,asking about weeds control in paddy,Recommended for apply Butachlor 500gm + sand 20kg / ac 3rd day after planting,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T18:48:54.56,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,asking about groundnut leaf spot management,recommended for spray carbendazim â 2 gm/ lit of water,TAMILNADU,TIRUVANNAMALAI,ANAKKAVUR,2017-12-16T19:04:49.64,
RABI,AGRICULTURE,Others,Others,Weather,Asked about tiruvanamalai weather report information,recommended for today and tommarrow cloudy weather and possibility of less rainfall,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-16T19:21:20.413,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for thiruvannamalai district,Recommended for weather report for thiruvannamalai district Partly Cloudy and no rain fall,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-16T19:25:35.64,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Asking about spacing for paddy (SRI) method,Recommended for paddy (SRI) method spacing at row to row 25 cm and plant to plant 25 cm,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-16T19:30:42.047,
RABI,HORTICULTURE,Fruits,Acid Lime,Plant Protection,asking about Leaf caterpillar management in citrus,Recommended for spray Profenophos 2ml / litre of water,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-16T19:41:00.537,
RABI,AGRICULTURE,Others,Others,Weather,asking about weather report for thiruvannamalai district,Recommended for weather report for thiruvannamalai district Partly Cloudy and no rain fall,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T19:55:51.417,
RABI,HORTICULTURE,Vegetables,Watermelon,Plant Protection,asking about Leaf Blight management in watermelon,Recommended for spray Tebuconazole +Trifloxystrobin 1 g /lit of water,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-16T20:07:08.753,
RABI,HORTICULTURE,Vegetables,Chillies,Plant Protection,Asked about damping off management in chilli nursery,recommended for drench with fosetyl - al 2gm / litre of water,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T20:39:20.093,
RABI,AGRICULTURE,Others,Others,Weather,Asked about weather report information,recommended for today and tommarrow cloudy weather and no possibility of rainfall,TAMILNADU,TIRUVANNAMALAI,JAWATHU HILLS,2017-12-16T20:53:51.3,
RABI,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Asked about chilli premature fruit drop,recommended for spray potassium nitrate 10 gm / litre of water,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T21:03:19.427,
RABI,AGRICULTURE,Others,Others,Organic Farming,asked about panchakavya preparation information,recommended for cow dung 5 kg + cow urine 3 litre + toddy 2 litre + banana 12 + butter milk 3 litre + cane juice 3 litre +milk 3 litre + tender coconut 3 litre mix well after 15 to 20 days it will be ready,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T21:05:38.82,
RABI,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,Asked about Foliar nutrition in brinjal,recommended for spray water soluble fertilizer 19-19-19 5 gm potassium sulphate 5 gm /lit of water,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T21:06:36.127,
RABI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Asking about sowing season for bhendi,Recommended for bhindi sowing season at February and June - August,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-16T21:14:58.56,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about BPT paddy market rate,Recommended for BPT paddy market rate Rs 1480-1772/ quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T21:19:21.05,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about white ponni paddy market rate,Recommended for white ponni paddy market rate Rs 1950-2003/ quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T21:20:14.44,
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Plant Protection,Asked about Early shoot borer management in sugarcane,Recommended for spray Profenophos 2 ml + Acephate 1 gm / litre of water,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-16T21:23:36.173,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about white ponni paddy market rate,Recommended for white ponni paddy market rate Rs 1950-2003/ quintal,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-16T21:27:24.03,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about basal fertilizer management for paddy,Recommended for apply DAP 50 kg + Fym 10 tone + neem cake 10 kg + zinc sulphate 10 kg / ac,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T21:33:51.88,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Asked about paddy Transplanted weed management,Recommended for spray Bensulfuron methyl 40 GM + 25kg sand mix well and broadcast / acre,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-16T21:34:25.577,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about top fertilizer management in paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg + mn mixture 5 kg /ac on 25th and 45 day after transplanting,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T21:34:52.443,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Asking about spacing for paddy short duration varieties,Recommended for spacing for paddy short duration varieties at row to row 20 cm and plant to plant 10 cm,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-16T21:35:52.597,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-17T06:14:23.03,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about Gall midge in paddy,Recommended for spray Chlorpyriphos 2ml / liter of water,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T07:01:47.857,
RABI,AGRICULTURE,Others,Others,Government Schemes,Asking about horticulture department phone number,Recommended for phone number:04175-233337,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-17T07:03:14.13,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about varieties of paddy,"recommended varieties of paddy ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T07:27:04.477,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,asking about paddy nursery fertilizer management,Recommended for apply DAP 2kg / cent,TAMILNADU,TIRUVANNAMALAI,VEMBAKKAM,2017-12-17T07:35:51.487,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about top fertilizer management in paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg + mn mixture 5 kg /ac on 25th and 45 day after transplanting,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-17T07:43:18.75,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asked about leaf folder management in paddy,Recommended for spray Fipronil 1.5 ml/lit of water,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-17T07:45:37.317,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Tiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T07:48:48.307,
RABI,AGRICULTURE,Others,Others,Nutrient Management,asking about fish oil application method,Recommended for spray 200 ml/10 lit of water,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-17T07:54:22.84,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about false smut in paddy,Recommended for spray Propiconozole 1 ml /litre of water,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-17T08:00:36.39,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Asking about Navarai season paddy varieties,"recommended for the paddy varieties : ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-17T08:05:04.407,
RABI,HORTICULTURE,Vegetables,Chillies,Fertilizer Use and Availability,Asking about Top dressing fertilizer in chilli,Recommended for apply urea 26 kg+ potash 10 kg+ mn mixture 5 kg/ac.,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-17T08:07:53.96,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,asking about leaf miner in groundnut,Recommended for spray Dimethoate 2ml / lit,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-17T08:09:20.91,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about sowing suitable Paddy navarai varieties,"Recommended for varieties are ADT 36, ADT 39, ASD 16, ASD 18, ADT 43, ADT (R) 45, MDU 5, CO 47,CORH 3.",TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-17T08:10:08.273,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy top fertilizer management,Recommended for micronutrients 5 kg /acre,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T08:26:50.623,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Tiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T08:26:54.673,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asking about paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-17T08:27:28.597,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Plant Protection,Asking about Yellow mosaic virus in black gram,Recommended for spray Dimethoate 2 ml/lit of water,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-17T08:30:38.47,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about varieties of paddy,"recommended varieties of paddy ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T08:30:46.413,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy top fertilizer management,Recommended for micronutrients 5 kg /acre,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T08:32:03.567,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Asking about growth regulators for black gram,Recommended for spray pulses wonder 2 kg/ac,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-17T08:33:46.68,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asking about Paddy nursery fertilizer management,Recommended for apply DAP 2 kg/cent (or ) FYM 50 kg/cent.,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T08:39:49.783,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about Flase smut management in paddy,Recommended for spray copper oxy chloride at 2.5 g/lit of water,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T08:40:06.34,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai,recommended for having mostly sunny weather condition,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-17T08:41:01.943,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Asking about sowing season for black gram,"Recommended for black gram sowing season at Adipattam ,Puratasipattam ,Markazhi â Thaipattam and Chithiraipattam",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-17T08:41:05.257,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about suitable varieties for paddy (December -January),"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T08:42:42.86,
RABI,HORTICULTURE,Fruits,Banana,Agriculture Mechanization,Asking about Cigar end rot management in banana,Recommended for Carbendazim 2 gram /1 litre of water,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T09:01:12.923,
RABI,HORTICULTURE,Vegetables,Ash Gourd (Petha),Nutrient Management,Asking about growth regultor use in ash gourd,recommended for ethrel 2.5 ml/10 litre of water,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-17T09:03:56.143,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about Sowing suitable for varieties for paddy,"Recommended for varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T09:09:36.06,
RABI,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Asking about brinjal sowing season,recommended for the season : December â January,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-17T09:09:57.047,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Asking about blackgram foliar application,Recommended for spray DAP 20 gram / liter of water,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-17T09:15:48.403,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about paddy false smut management,Recommended for pseuodomonas fluorescens 5 gram /1 litre of water,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T09:16:58.347,
RABI,HORTICULTURE,Vegetables,Drum Stick,Nutrient Management,Asking about intercrop in muringa,"recommended for Short duration vegetables like Cowpea, Bhendi and Tomato can be grown as intercrop.",TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-17T09:24:05.103,
RABI,HORTICULTURE,Vegetables,Ivy Gourd,Nutrient Management,Asking about coccinia basal fertilizer management,Recommended for FYM 4 tonnes + urea 63 kg + super phosphate 100 kg + potash 48 kg /acre,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-17T09:24:32.997,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply urea 25 kg + potash 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T09:35:36.53,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply urea 25 kg + potash 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T09:36:00.127,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai district rainfall information,Recommended for having no rain (0 mm)today,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T09:37:04.957,
RABI,AGRICULTURE,Others,Others,Seeds,Asking about Anakkavur agricultural department contact number,Recommended for Anakkavur agricultural department contact number ph 04182 â 224814,TAMILNADU,TIRUVANNAMALAI,ANAKKAVUR,2017-12-17T09:40:51.237,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy fertilizer (MN) management,Recommended for apply paddy micro mixture 5kg / ac,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T09:43:37.55,
RABI,HORTICULTURE,Vegetables,Onion,Nutrient Management,Asking about root rot in onion,recommended for apply tricoderma viride 1 kg/ ac,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T09:47:09.303,
RABI,HORTICULTURE,Vegetables,Onion,Nutrient Management,Asking about root rot in onion,recommended for apply tricoderma viride 1 kg/ ac,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-17T09:47:58.24,
RABI,AGRICULTURE,Others,Others,Agriculture Mechanization,Asking about Agricultural Engineering Department contact number for Tiruvannamalai district,Recommended for contact number for Tiruvannamalai Agricultural Engineering Department ph 04175-232908,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-17T09:55:43.69,
RABI,HORTICULTURE,Vegetables,Beans,Cultural Practices,Asking about beans sowing season,"recommended for the season : February âMarch 
Plains",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-17T09:56:06.417,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply micro nitrient 5 kg+ zinc sulphate 10 kg/ac,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-17T09:57:44.567,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply micro nitrient 5 kg+ zinc sulphate 10 kg/ac,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-17T09:58:13.89,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-17T10:08:19.617,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-17T10:08:54.773,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about Sowing suitable for varieties for paddy,"Recommended for varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-17T10:12:01.763,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about suitable paddy varieties for Navarai season,"Recommended for paddy varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43 and ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-17T10:12:59.613,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about suitable paddy varieties for Navarai season,"Recommended for paddy varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43 and ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T10:13:56.533,
RABI,AGRICULTURE,Millets,FingerMillet (Ragi/Mandika),Varieties,Asking about Suitable ragi varieties in Marghazipattam,"Recommended for ragi verities at CO 9, CO 13, CO (Ra) 14 and TRY 1",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-17T10:15:30.953,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai district rainfall information,Recommended for having no rain (0 mm)today,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-17T10:18:14.623,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for Kancheepuram,recommended for having no rain today,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-17T10:18:29.71,
RABI,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,Alternaria Blight in watermelon,Recommended for Spray Mancozeb 2 g/lit,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-17T10:27:59.407,
